id,title,actors,countries,topics,url,event_id,track,format,date,year
"1226000e_20","FINAL SBI PLENARY","Asian Group|Group of 77|African Group|European Union|Latin American and Caribbean Group","India|Iran|Venezuela|Argentina|United States|Senegal|Philippines|Uruguay|Antigua and Barbuda|Niger|Netherlands|Mali|Saudi Arabia|Costa Rica|Nigeria|China","National Communications & Inventories","http://www.iisd.ca/vol12/1226000e.html","007","SBI","PLENARY","8.25894e+11","1996"
"enb12231e_52","IMPLEMENTATION OF UNFCCC ARTICLE 4.8 AND 4.9","Group of 77|Alliance of Small Island States|European Union","Canada|New Zealand|Japan|China|Australia|Micronesia|Mali|Saudi Arabia|United Kingdom|United Arab Emirates","","http://www.iisd.ca/vol12/enb12231e.html","042","","","1.0714428e+12","2003"
"enb12367e_22","METHODOLOGICAL ISSUES (CONVENTION): Proposal by Brazil","","Brazil|Zimbabwe|United States","","http://www.iisd.ca/vol12/enb12367e.html","070","","","1.2126168e+12","2008"
"enb12141e_4","IPCC OVERVIEW","","Australia","","http://www.iisd.ca/vol12/enb12141e.html","027","","","9.637848e+11","2000"
"enb12481e_9","ADAPTATION:","","","","http://www.iisd.ca/vol12/enb12481e.html","089","working group","","1.286316e+12","2010"
"enb12392e_11","NAIROBI WORK PROGRAMME (SBSTA):","","","","http://www.iisd.ca/vol12/enb12392e.html","074","","","1.2288636e+12","2008"
"enb12291e_1","REPORT OF COP 11 AND COP/MOP 1","","","","http://www.iisd.ca/vol12/enb12291e.html","054","COP","","1.1340828e+12","2005"
"enb12217e_2","SINKS IN THE CDM","European Union|Alliance of Small Island States","Canada|Senegal|New Zealand|Norway|Japan|China|Chile|Uruguay|Colombia|Switzerland|Bolivia","Flexibility Mechanims","http://www.iisd.ca/vol12/enb12217e.html","040","","","1.0553688e+12","2003"
"enb12301e_11","IPCC 2006 GUIDELINES ON INVENTORIES AND HARVESTED WOOD PRODUCTS:","","Finland","","http://www.iisd.ca/vol12/enb12301e.html","056","","","1.1482488e+12","2006"
"enb12196e_4","PREPARATIONS FOR THE WSSD","Group of 77","Morocco|Pakistan|China","","http://www.iisd.ca/vol12/enb12196e.html","037","","","1.0237464e+12","2002"
"enb12189e_23","Compliance:","Group of 77|Umbrella Group|European Union","Brazil|Canada|Samoa|Russian Federation|Norway|Japan|China|Australia|Russia","Compliance and Enforcement","http://www.iisd.ca/vol12/enb12189e.html","034","","","1.0055196e+12","2001"
"enb12447e_36","Status of the negotiations","","","","http://www.iisd.ca/vol12/enb12447e.html","084","","","1.257462e+12","2009"
"enb12421e_35","Greenhouse gas data interface","European Union","","","http://www.iisd.ca/vol12/enb12421e.html","079","","","1.2447576e+12","2009"
"enb12472e_50","PROTOCOL ARTICLE 3.14 (adverse effects and impacts of response measures)","Alliance of Small Island States","Australia|Peru","","http://www.iisd.ca/vol12/enb12472e.html","087","","","1.2762072e+12","2010"
"enb12204e_15","ARTICLE 6","European Union","Senegal|Namibia|Sri Lanka|Botswana|China","","http://www.iisd.ca/vol12/enb12204e.html","038","","","1.0355832e+12","2002"
"enb12595e_17","Session 2: Implementing Actions: Finance, Technology and Capacity Building","","","","http://www.iisd.ca/vol12/enb12595e.html","108","","","1.3947516e+12","2014"
"enb12312e_14","CDM ISSUES:","European Union|Alliance of Small Island States","Brazil|Nepal|Canada|Japan|Colombia","","http://www.iisd.ca/vol12/enb12312e.html","057","","","1.1631996e+12","2006"
"enb12312e_13","CAPACITY BUILDING:","","","","http://www.iisd.ca/vol12/enb12312e.html","057","","","1.1631996e+12","2006"
"enb12219e_46","MATTERS RELATING TO THE LDCS","","Burkina Faso|Tanzania|Samoa|Switzerland","","http://www.iisd.ca/vol12/enb12219e.html","040","","","1.0557144e+12","2003"
"1236000e_4","CENTRAL AMERICA GROUP","","Guatemala","","http://www.iisd.ca/vol12/1236000e.html","009","","","8.376408e+11","1996"
"enb12408e_29","IPCC PEACE PRIZE ScHOLARSHIP FUND","","France|South Africa|Mexico","","http://www.iisd.ca/vol12/enb12408e.html","077","ipcc","","1.2404376e+12","2009"
"1245000e_8","CLOSING PLENARY","Group of 77|European Union","China|Peru|Hungary|Central African Republic","Pre-Kyoto","http://www.iisd.ca/vol12/1245000e.html","012","","PLENARY","8.576892e+11","1997"
"enb12421e_57","SBI Conclusions","","","","http://www.iisd.ca/vol12/enb12421e.html","079","","","1.2447576e+12","2009"
"enb12237e_1","NON-ANNEX I NATIONAL COMMUNICATIONS","Group of 77|European Union","United States|Australia|Brazil|Mauritius|Canada|China","","http://www.iisd.ca/vol12/enb12237e.html","044","","","1.0877688e+12","2004"
"enb12291e_67","COP/MOP Decision","","","","http://www.iisd.ca/vol12/enb12291e.html","054","","","1.1340828e+12","2005"
"enb12454e_21","ANNUAL COMPILATION AND ACCOUNTING REPORT FOR PROTOCOL ANNEX B PARTIES:","","","","http://www.iisd.ca/vol12/enb12454e.html","085","sbi","","1.2607452e+12","2009"
"enb12111e_9","CLOSING SESSION","European Union","Austria|Canada|Japan|Finland|Switzerland|Germany|France","","http://www.iisd.ca/vol12/enb12111e.html","021","","","9.3942e+11","1999"
"enb12597e_6","APPROACHES TO CLIMATE CHANGE MITIGATION :","","South Sudan|Sudan|Venezuela|United Kingdom|Malaysia|United States|Bolivia|Brazil|Canada|Netherlands|Mexico|Saudi Arabia|Austria|Tanzania|France|Switzerland","Anthropogenic Interference with Climate System","http://www.iisd.ca/vol12/enb12597e.html","110","ipcc","","1.3972536e+12","2014"
"enb12515e_3","OPENING STATEMENTS:","Group of 77|Alliance of Small Island States|Umbrella Group|European Union|Least Developed Countries|Environmental Integrity Group|Bolivarian Alliance For The Peoples Of Our America|League of Arab States|Coalition for Rainforest Nations|African Group","Samoa|China|Australia|Congo|Monaco|Papua New Guinea|Gambia|Panama|Poland|Egypt|Grenada|Guinea|Indigenous Peoples|Bolivia|South Africa|Argentina","Extension of the Kyoto protocol","http://www.iisd.ca/vol12/enb12515e.html","096","working group","","1.3175064e+12","2011"
"1238000e_28","AD HOC GROUP ON THE BERLIN MANDATE","","Argentina","","http://www.iisd.ca/vol12/1238000e.html","009","WORKING GROUP","PLENARY","8.377272e+11","1996"
"enb1265e_2","POLICIES AND MEASURES","Group of 77|European Union","Iran|Venezuela|United States|Japan|Senegal|Australia|Hungary|Kuwait|Mauritania|Canada|Slovenia|Saudi Arabia|Egypt|Cambodia|China","","http://www.iisd.ca/vol12/enb1265e.html","015","sbi/sbsta","","8.782524e+11","1997"
"enb12586e_1","Dates and Venue of Future Sessions","","France|Peru","","http://www.iisd.ca/vol12/enb12586e.html","107","","","1.3843836e+12","2013"
"enb12231e_18","SBSTA Conclusions","","","","http://www.iisd.ca/vol12/enb12231e.html","042","","","1.0714428e+12","2003"
"enb12218e_10","IPCC TAR","","","","http://www.iisd.ca/vol12/enb12218e.html","040","","","1.0554552e+12","2003"
"enb12347e_10","LEAST DEVELOPED COUNTRIES:","Group of 77|European Union","Nepal|Sudan|United States|Vanuatu|Senegal|Philippines|Uganda|South Africa|Maldives|Mali|Switzerland|China|Cook Islands","","http://www.iisd.ca/vol12/enb12347e.html","065","","","1.2286044e+12","2008"
"enb12120e_5","Protocol ratification:","European Union","Japan|Ireland|Italy|Haiti|United Kingdom|Bulgaria|Spain|Germany|France|Sweden","","http://www.iisd.ca/vol12/enb12120e.html","022","","","9.415836e+11","1999"
"enb12306e_33","SBI Conclusions","","","","http://www.iisd.ca/vol12/enb12306e.html","056","","","1.1485944e+12","2006"
"enb12411e_17","OPENING STATEMENTS:","Group of 77|Umbrella Group|European Union|Alliance of Small Island States","Australia|Czech Republic|Grenada|Sudan|China","","http://www.iisd.ca/vol12/enb12411e.html","079","sbsta","","1.2438936e+12","2009"
"enb12381e_5","FLEXIBLE MECHANISMS:","Group of 77","India|Senegal|New Zealand|China|Tuvalu|Colombia|South Africa|Bolivia","Flexibility Mechanims","http://www.iisd.ca/vol12/enb12381e.html","072","working group","","1.2192696e+12","2008"
"enb12278e_4","Final Text","","","","http://www.iisd.ca/vol12/enb12278e.html","052","","","1.1278584e+12","2005"
"enb12160e_2","STATEMENTS BY PARTIES","","","","http://www.iisd.ca/vol12/enb12160e.html","029","","","9.748476e+11","2000"
"1240000e_4","COMMUNICATIONS FROM ANNEX I AND NON-ANNEX I PARTIES","Group of 77|European Union","Japan|Philippines|United Kingdom|China|United States","National Communications & Inventories","http://www.iisd.ca/vol12/1240000e.html","011","SBSTA","","8.570844e+11","1997"
"enb12219e_28","ISSUES RELATING TO CLEANER OR LESS GREENHOUSE GAS-EMITTING ENERGY","Group of 77|European Union","China|Russian Federation|Canada|Russia","","http://www.iisd.ca/vol12/enb12219e.html","040","","","1.0557144e+12","2003"
"enb12508e_7","IN THE CORRIDORS","","South Africa","","http://www.iisd.ca/vol12/enb12508e.html","095","","CORRIDORS","1.307916e+12","2011"
"enb1281e_2","SUBSIDIARY BODY FOR SCIENTIFIC AND TECHNICAL ADVICE","European Union","United Kingdom|Botswana|Togo|United States|Australia|Brazil|Ethiopia|Canada|Switzerland|China|New Zealand","Pre-Kyoto","http://www.iisd.ca/vol12/enb1281e.html","017","SBSTA","","8.972568e+11","1998"
"enb12288e_1","SBI","","Denmark","","http://www.iisd.ca/vol12/enb12288e.html","054","sbi","","1.13391e+12","2005"
"enb12555e_10","Numbers/Text","Group of 77|African Group|Alliance of Small Island States|European Union","Brazil|Ukraine|Kazakhstan|Russian Federation|China|Australia|United Kingdom|Belarus|Russia","Extension of the Kyoto protocol","http://www.iisd.ca/vol12/enb12555e.html","101","","","1.346796e+12","2012"
"enb12383e_4","ADAPTATION AND MEANS OF IMPLEMENTATION:","African Group|Alliance of Small Island States|European Union","Bangladesh|Malta","","http://www.iisd.ca/vol12/enb12383e.html","072","working group","","1.219788e+12","2008"
"enb12356e_10","Plenary discussion","Alliance of Small Island States","Lesotho","","http://www.iisd.ca/vol12/enb12356e.html","067","","","1.2052764e+12","2008"
"enb12351e_9","REDUCING EMISSIONS FROM DEFORESTATION:","","Papua New Guinea|India|Guinea|United States","","http://www.iisd.ca/vol12/enb12351e.html","065","","","1.2290364e+12","2008"
"enb12408e_21","SCOPING OF THE AR5","","","","http://www.iisd.ca/vol12/enb12408e.html","077","ipcc","","1.2404376e+12","2009"
"enb12222e_11","METHODOLOGICAL ISSUES","European Union","Australia|United States","","http://www.iisd.ca/vol12/enb12222e.html","042","","","1.0703196e+12","2003"
"enb12166e_3","LULUCF","","","","http://www.iisd.ca/vol12/enb12166e.html","032","","","9.952344e+11","2001"
"enb12283e_5","REPORT OF THE CDM EXECUTIVE BOARD","Group of 77|African Group|European Union|Alliance of Small Island States","Brazil|Canada|India|Ghana|Nepal|Japan|China|Chile|Tanzania|Panama|Colombia|Cambodia","Flexibility Mechanims","http://www.iisd.ca/vol12/enb12283e.html","054","","","1.1333916e+12","2005"
"enb12550e_8","Developing Country Mitigation:","European Union|Alliance of Small Island States","Marshall Islands|Malaysia|United States|Australia|Brazil|Canada|South Africa|Mali|Norway|Switzerland|China|New Zealand","","http://www.iisd.ca/vol12/enb12550e.html","101","","","1.3464504e+12","2012"
"enb12306e_29","INTERNATIONAL TRANSACTION LOG","Group of 77","China|Russian Federation|Argentina|Japan|Russia","","http://www.iisd.ca/vol12/enb12306e.html","056","","","1.1485944e+12","2006"
