id,title,actors,countries,topics,url,event_id,track,format,date,year
"enb12567e_9","COP Decision","","","","http://www.iisd.ca/vol12/enb12567e.html","102","","","1.3549212e+12","2012"
"enb12160e_13","Other issues:","","Malawi|Norway|United Kingdom","","http://www.iisd.ca/vol12/enb12160e.html","029","","","9.748476e+11","2000"
"enb12101e_4","IN THE CORRIDORS","","","","http://www.iisd.ca/vol12/enb12101e.html","020","SBI/SBSTA","CORRIDORS","9.282744e+11","1999"
"enb12318e_57","STATEMENTS FROM UN BODIES AND AGENCIES:","","","","http://www.iisd.ca/vol12/enb12318e.html","057","COP","PLENARY","1.163718e+12","2006"
"enb12189e_67","STATEMENTS BY OBSERVER STATES, UN BODIES, AND INTERGOVERNMENTAL AND NON-GOVERNMENTAL ORGANIZATIONS","Organization of Petroleum Exporting Countries|Organisation for Economic Co.operation and Development","Turkey|Morocco|United States|Indigenous Peoples","Reasons for Concern","http://www.iisd.ca/vol12/enb12189e.html","034","","","1.0055196e+12","2001"
"1220000e_21","SAUDI ARABIA","","Mali|Central African Republic","","http://www.iisd.ca/vol12/1220000e.html","002","","","7.972056e+11","1995"
"enb12278e_38","THE PREPARATION PROCESS - IPCC AT WORK","","","IPCC Governance","http://www.iisd.ca/vol12/enb12278e.html","052","ipcc","","1.1278584e+12","2005"
"enb12199e_7","RELATIONSHIP BETWEEN OZONE AND CLIMATE EFFORTS","Group of 77","China","","http://www.iisd.ca/vol12/enb12199e.html","037","SBSTA","PLENARY","1.0240056e+12","2002"
"enb12229e_2","STATEMENTS FROM HEADS OF UN AGENCIES","Organization of Petroleum Exporting Countries|Organisation for Economic Co.operation and Development","","","http://www.iisd.ca/vol12/enb12229e.html","042","","","1.0710972e+12","2003"
"enb12594e_80","SUBSIDIARY BODY FOR SCIENTIFIC AND TECHNOLOGICAL ADVICE","","Tanzania","","http://www.iisd.ca/vol12/enb12594e.html","107","","","1.3851612e+12","2013"
"enb12180e_7","POLICIES AND MEASURES","","","","http://www.iisd.ca/vol12/enb12180e.html","034","sbsta","","1.0044828e+12","2001"
"enb1260e_3","NON-GROUP ON ARTICLE 4.1","","Trinidad and Tobago","","http://www.iisd.ca/vol12/enb1260e.html","015","working group","groups","8.775576e+11","1997"
"enb12447e_30","Status of the negotiations","","","","http://www.iisd.ca/vol12/enb12447e.html","084","","","1.257462e+12","2009"
"enb1262e_1","AD HOC GROUP ON THE BERLIN MANDATE","Group of 77|European Union|Alliance of Small Island States","Russia|Sweden|Argentina|Russian Federation|United Kingdom|Japan|Senegal|United States|Brazil|Trinidad and Tobago|Egypt|Samoa|China","","http://www.iisd.ca/vol12/enb1262e.html","015","working group","plenary","8.779932e+11","1997"
"enb12619e_18","ADMINISTRATIVE, FINANCIAL AND INSTITUTIONAL MATTERS: Audited Financial Statements for the Biennium 2012-2013","European Union","India|Russian Federation|China|Iraq|Saudi Arabia|Poland|France|Russia","","http://www.iisd.ca/vol12/enb12619e.html","114","","","1.4185116e+12","2014"
"enb12498e_58","COP Decision","","","","http://www.iisd.ca/vol12/enb12498e.html","091","","","1.292022e+12","2010"
"enb12498e_48","SBI Conclusions","","","National Communications & Inventories","http://www.iisd.ca/vol12/enb12498e.html","091","","","1.292022e+12","2010"
"enb12291e_79","COP/MOP Decision","","","Compliance and Enforcement","http://www.iisd.ca/vol12/enb12291e.html","054","","","1.1340828e+12","2005"
"enb12504e_3","ORGANIZATIONAL MATTERS:","African Group|European Union|Alliance of Small Island States","United States|Gambia|Bolivia|Australia|Grenada|Nicaragua|South Africa|Colombia|Saudi Arabia|Congo|Tanzania","UNFCCC and Kyoto Protocol Implementation","http://www.iisd.ca/vol12/enb12504e.html","095","sbi","","1.307484e+12","2011"
"1215000e_6","SPREP","Alliance of Small Island States","Uganda","","http://www.iisd.ca/vol12/1215000e.html","002","","","7.966008e+11","1995"
"enb12384e_6","IPCC PROGRAMME AND BUDGET FOR 2009-2011","","France","","http://www.iisd.ca/vol12/enb12384e.html","073","ipcc","","1.2204792e+12","2008"
"enb12151e_24","OTHER MATTERS","","","","http://www.iisd.ca/vol12/enb12151e.html","028","SBI","","9.69228e+11","2000"
"enb12517e_5","RESPONSE MEASURES:","European Union","India|Canada|Argentina|Saudi Arabia|United States|Australia|China|Saint Lucia","","http://www.iisd.ca/vol12/enb12517e.html","096","working group","","1.3176792e+12","2011"
"enb12363e_9","SPECIAL REPORT ON RENEWABLE ENERGY","","Venezuela|Argentina|United States|Japan|Germany|Brazil|Finland|Indonesia|Belgium|Cuba|Mexico|Sweden|United Kingdom|Italy|Morocco|Iceland|Hungary|Uruguay|Netherlands|Spain|Saudi Arabia|France|Switzerland|China","","http://www.iisd.ca/vol12/enb12363e.html","069","ipcc","","1.2077784e+12","2008"
"enb12347e_13","REDUCING EMISSIONS FROM DEFORESTATION:","","","","http://www.iisd.ca/vol12/enb12347e.html","065","","","1.2286044e+12","2008"
"enb12637e_4","Mitigation","League of Arab States|Independent association of Latin America and the Caribbean|European Union","New Zealand|India|Tuvalu|United States|Chile|Australia|Brazil|South Africa|Saudi Arabia|Norway|Switzerland|China|Saint Lucia","Post-Kyoto Agreements 1","http://www.iisd.ca/vol12/enb12637e.html","117","","","1.4339736e+12","2015"
"enb12187e_6","IN THE CORRIDORS","","","","http://www.iisd.ca/vol12/enb12187e.html","034","","corridors","1.005174e+12","2001"
"1203000e_4","IN THE CORRIDORS","Group of 77|Alliance of Small Island States","","","http://www.iisd.ca/vol12/1203000e.html","001","cop","corridors","7.92198e+11","1995"
"enb1250e_2","NON-GROUP ON ARTICLE 4.1 (COMMITMENTS)","","Trinidad and Tobago","","http://www.iisd.ca/vol12/enb1250e.html","014","","","8.703864e+11","1997"
"enb12387e_8","IPCC Fourth Assessment Report","","Australia|Algeria","","http://www.iisd.ca/vol12/enb12387e.html","074","","","1.2282588e+12","2008"
"enb12407e_10","CLOSING PLENARY:","Group of 77|Environmental Integrity Group|Alliance of Small Island States|European Union","India|Sudan|Argentina|Marshall Islands|United States|Japan|Lesotho|Bolivia|Grenada|Paraguay|Mauritania|Indigenous Peoples|Canada|Algeria|Mexico|China","Adaptation","http://www.iisd.ca/vol12/enb12407e.html","076","WORKING GROUP","PLENARY","1.2391416e+12","2009"
"enb12333e_13","ADAPTATION FUND:","Group of 77|Environmental Integrity Group|European Union|Alliance of Small Island States","Niger|Mexico|Liechtenstein|Nigeria|China|Tuvalu|Monaco|United Kingdom|Switzerland|Finland","Adaptation","http://www.iisd.ca/vol12/enb12333e.html","061","","","1.1794392e+12","2007"
"enb12349e_12","LEAST DEVELOPED COUNTRIES:","Group of 77|Umbrella Group","China","","http://www.iisd.ca/vol12/enb12349e.html","065","","","1.2288636e+12","2008"
"enb12560e_4","Arrangements between the GCF and the COP","Alliance of Small Island States|European Union","United States|Japan|Kenya|South Africa|Guatemala|Zambia|Colombia|Saudi Arabia|Peru|Barbados","","http://www.iisd.ca/vol12/enb12560e.html","102","","","1.35423e+12","2012"
"enb12567e_72","OTHER MATTERS:","","","","http://www.iisd.ca/vol12/enb12567e.html","102","","","1.3549212e+12","2012"
"enb12231e_38","Election of officers other than the Chair","","Kuwait","","http://www.iisd.ca/vol12/enb12231e.html","042","","","1.0714428e+12","2003"
"enb12239e_1","LULUCF GPG","Group of 77|European Union|Alliance of Small Island States","Russia|United States|Russian Federation|Japan|Australia|Brazil|Canada|Spain|Norway|China","","http://www.iisd.ca/vol12/enb12239e.html","044","","","1.0879416e+12","2004"
"enb12454e_18","PROTOCOL ARTICLE 3.14 (adverse effects and impacts of response measures)","","","","http://www.iisd.ca/vol12/enb12454e.html","085","","","1.2607452e+12","2009"
"1219000e_15","JAPAN","","","","http://www.iisd.ca/vol12/1219000e.html","002","","","7.971192e+11","1995"
"enb12512e_14","Budget performance in 2010-2011","","Tuvalu|Japan","","http://www.iisd.ca/vol12/enb12512e.html","095","","","1.3082616e+12","2011"
"enb12486e_30","IPCC Decision","","Austria|Netherlands|New Zealand|Australia|United Kingdom|Belgium","","http://www.iisd.ca/vol12/enb12486e.html","090","","","1.2870072e+12","2010"
"enb12519e_5","SECTOR SPECIFIC AND SECTORAL APPROACHES:","","United Kingdom","","http://www.iisd.ca/vol12/enb12519e.html","096","working group","","1.317852e+12","2011"
"enb12269e_5","OTHER MATTERS","","Croatia|United Kingdom","","http://www.iisd.ca/vol12/enb12269e.html","050","","","1.1171448e+12","2005"
"enb12456e_4","ANNEX I FURTHER COMMITMENTS:","","Algeria|India|Switzerland","","http://www.iisd.ca/vol12/enb12456e.html","085","working group","","1.260918e+12","2009"
"enb12446e_13","ANNEX I EMISSION REDUCTIONS:","Group of 77|African Group|Alliance of Small Island States|European Union","Iceland|Brazil|Canada|New Zealand|Russian Federation|Norway|Japan|China|Australia|Micronesia|Belarus|Gambia|Egypt|South Africa|Russia","","http://www.iisd.ca/vol12/enb12446e.html","084","working group","","1.257462e+12","2009"
"enb12534e_4","PROPOSAL BY MEXICO AND PAPUA NEW GUINEA ON VOTING :","European Union","Suriname|Ukraine|Kazakhstan|Russian Federation|Mexico|Venezuela|Guyana|Belarus|Saudi Arabia|United Kingdom|Colombia|Costa Rica|Bolivia|Russia","","http://www.iisd.ca/vol12/enb12534e.html","098","IPCC","","1.3233852e+12","2011"
"enb12497e_6","PRESIDENT S INFORMAL STOCKTAKING PLENARY","","Ecuador|Zimbabwe|Antigua and Barbuda|New Zealand|Bangladesh|Algeria|Norway|United Kingdom|Switzerland|Spain|France|Sweden","Adaptation","http://www.iisd.ca/vol12/enb12497e.html","091","","plenary","1.2919356e+12","2010"
"enb12125e_5","ADVERSE EFFECTS OF CLIMATE CHANGE ON COASTAL ZONES","Alliance of Small Island States","Antigua and Barbuda|Mauritius|Jamaica","Vulnerabilities and Impacts","http://www.iisd.ca/vol12/enb12125e.html","024","","","9.532476e+11","2000"
"enb12638e_103","SUBSIDIARY BODY FOR SCIENTIFIC AND TECHNOLOGICAL ADVICE","","Poland","","http://www.iisd.ca/vol12/enb12638e.html","117","WORKING GROUP","","1.4339736e+12","2015"
"enb12372e_4","OTHER MATTERS (AWG-KP):","Group of 77|European Union","Brazil|Canada|New Zealand|Qatar|China|Tuvalu|Kuwait|Saudi Arabia|South Africa","","http://www.iisd.ca/vol12/enb12372e.html","070","","","1.2131352e+12","2008"
"enb12638e_72","Outcome","","","","http://www.iisd.ca/vol12/enb12638e.html","117","","","1.4339736e+12","2015"
"enb12200e_11","SBSTA Conclusions:","","","","http://www.iisd.ca/vol12/enb12200e.html","037","","","1.0242648e+12","2002"
"enb12573e_2","ADP ROUNDTABLE ON WORKSTREAM 1 - VARIETY OF ACTIONS","Group of 77|Like Minded Group of Developing Countries|Environmental Integrity Group|Alliance of Small Island States|European Union","Philippines|Nepal|Malaysia|China|Australia|Nauru|Saudi Arabia|Switzerland","","http://www.iisd.ca/vol12/enb12573e.html","104","working group","plenary","1.370556e+12","2013"
"enb12251e_23","ADVERSE EFFECTS","Group of 77","France|Niger|Nigeria|China","","http://www.iisd.ca/vol12/enb12251e.html","048","","","1.1024604e+12","2004"
"enb12395e_49","SBSTA Conclusions","","","","http://www.iisd.ca/vol12/enb12395e.html","074","","","1.2290364e+12","2008"
"enb12228e_12","Sinks in the CDM","European Union","Australia|Norway|Canada|New Zealand","","http://www.iisd.ca/vol12/enb12228e.html","042","","","1.0710108e+12","2003"
"enb12580e_12","TECHNOLOGY:","","Norway|United Arab Emirates","","http://www.iisd.ca/vol12/enb12580e.html","104","","","1.3711608e+12","2013"
"enb12349e_14","IN THE CORRIDORS","","","","http://www.iisd.ca/vol12/enb12349e.html","065","","CORRIDORS","1.2288636e+12","2008"
"enb12281e_13","ORGANIZATIONAL MATTERS","European Union","Australia|Saudi Arabia|Denmark","","http://www.iisd.ca/vol12/enb12281e.html","054","","","1.1332188e+12","2005"
"enb12581e_20","Atmosphere: Water Cycle","","Mali|United Kingdom|Sweden","","http://www.iisd.ca/vol12/enb12581e.html","105","","","1.3801464e+12","2013"
"enb12421e_11","Outcome","","","","http://www.iisd.ca/vol12/enb12421e.html","079","","","1.2447576e+12","2009"
"enb12549e_2","CONTACT GROUP:","Group of 77|Brazil, South Africa, India and China|Alliance of Small Island States|European Union|Environmental Integrity Group|Bolivarian Alliance For The Peoples Of Our America|Like Minded Group of Developing Countries|League of Arab States|African Group","Philippines|Algeria|Venezuela|China|Nauru|Gambia|Saudi Arabia|Swaziland|South Africa","","http://www.iisd.ca/vol12/enb12549e.html","101","working group","groups","1.346364e+12","2012"
"enb12102e_1","SBSTA","European Union","United States|Japan|Australia|Brazil|Uganda|Niger|Saudi Arabia|Tanzania|Norway|Nigeria|Switzerland|New Zealand","","http://www.iisd.ca/vol12/enb12102e.html","020","SBSTA","","9.283608e+11","1999"
"enb12370e_6","WORKSHOP ON MODELLING, SCENARIOS AND DOWNSCALING UNDER THE NAIROBI WORK PROGRAMME:","","","","http://www.iisd.ca/vol12/enb12370e.html","070","sbsta","","1.2129624e+12","2008"
"enb12597e_37","COMMUNICATIONS AND OUTREACH","","","","http://www.iisd.ca/vol12/enb12597e.html","110","ipcc","","1.3972536e+12","2014"
"enb12309e_11","BUNKER FUELS:","European Union","China|Kuwait|Norway|Japan|Saudi Arabia","","http://www.iisd.ca/vol12/enb12309e.html","057","SBSTA","","1.1629404e+12","2006"
"enb12282e_10","REVIEW OF THE SECRETARIAT","","","","http://www.iisd.ca/vol12/enb12282e.html","054","","","1.1333052e+12","2005"
"enb12198e_5","ADVERSE EFFECTS","Group of 77|European Union","Zimbabwe|Canada|New Zealand|Iran|China|Australia","","http://www.iisd.ca/vol12/enb12198e.html","037","","","1.0239192e+12","2002"
"enb12372e_5","ARTICLE 9 REVIEW (SBI):","","","","http://www.iisd.ca/vol12/enb12372e.html","070","","","1.2131352e+12","2008"
"enb12318e_22","Emissions from fuel used for international aviation and maritime transport ( bunker fuels )","European Union","Norway|Micronesia|China|Japan|Kuwait|Saudi Arabia","","http://www.iisd.ca/vol12/enb12318e.html","057","","","1.163718e+12","2006"
"enb12189e_68","HIGH-LEVEL SEGMENT","","","","http://www.iisd.ca/vol12/enb12189e.html","034","cop","plenary","1.0055196e+12","2001"
"enb12108e_4","Annex I communications:","","","","http://www.iisd.ca/vol12/enb12108e.html","020","","","9.289656e+11","1999"
"enb12534e_116","LULUCF:","African Group","Brazil|Denmark","","http://www.iisd.ca/vol12/enb12534e.html","098","","","1.3233852e+12","2011"
"enb12513e_10","SBSTA Conclusions","","","","http://www.iisd.ca/vol12/enb12513e.html","095","","","1.3082616e+12","2011"
"enb12176e_38","PROTOCOL ARTICLES 5, 7 AND 8","Group of 77","Australia|China|Canada|New Zealand","","http://www.iisd.ca/vol12/enb12176e.html","032","","","9.96444e+11","2001"
"enb12180e_10","Programme budget for the biennium 2002-2003:","","United States","","http://www.iisd.ca/vol12/enb12180e.html","034","","","1.0044828e+12","2001"
"enb12631e_10","IN-SESSION WORKSHOP ON AGRICULTURE","European Union","Malawi|United States|Ecuador|China|New Zealand","","http://www.iisd.ca/vol12/enb12631e.html","117","SBI/SBSTA","","1.4333688e+12","2015"
"enb12411e_3","LONG-TERM COOPERATIVE ACTION:","","Japan","","http://www.iisd.ca/vol12/enb12411e.html","079","working group","","1.2438936e+12","2009"
"enb12547e_1","IPCC-35 REPORT","","Switzerland","","http://www.iisd.ca/vol12/enb12547e.html","100","ipcc","plenary","1.3391928e+12","2012"
"enb12163e_31","COP-6 High-level Informal Discussions:","","United Kingdom","","http://www.iisd.ca/vol12/enb12163e.html","029","","","9.752796e+11","2000"
"enb12550e_1","Panel 1: Fundamental principles and relations","Alliance of Small Island States","Grenada|New Zealand","","http://www.iisd.ca/vol12/enb12550e.html","101","","","1.3464504e+12","2012"
"enb12255e_2","R&SO","","","","http://www.iisd.ca/vol12/enb12255e.html","048","","","1.1028924e+12","2004"
"enb12208e_3","NON-ANNEX I ISSUES","Group of 77|European Union","United States|Japan|Australia|Brazil|Switzerland|China","National Communications & Inventories","http://www.iisd.ca/vol12/enb12208e.html","038","","","1.0361052e+12","2002"
"enb12555e_12","REDD+","","Kenya|United Kingdom|Ghana","","http://www.iisd.ca/vol12/enb12555e.html","101","","","1.346796e+12","2012"
"enb12349e_4","ADAPTATION FUND:","","","","http://www.iisd.ca/vol12/enb12349e.html","065","","","1.2288636e+12","2008"
"enb12567e_44","Consultative Group of Experts on Non-Annex I National Communications (CGE)","","Samoa|Japan|Colombia","National Communications & Inventories","http://www.iisd.ca/vol12/enb12567e.html","102","","","1.3549212e+12","2012"
"enb12532e_5","IN THE CORRIDORS","","South Africa|China","","http://www.iisd.ca/vol12/enb12532e.html","098","","CORRIDORS","1.3232988e+12","2011"
"enb12459e_107","TECHNOLOGY TRANSFER:","","Germany|Belize","","http://www.iisd.ca/vol12/enb12459e.html","085","SBSTA","","1.2611772e+12","2009"
"enb12486e_36","COMMUNICATIONS DECISIONS:","","Canada|France|Madagascar|United States","IPCC Governance","http://www.iisd.ca/vol12/enb12486e.html","090","IPCC","","1.2870072e+12","2010"
"enb12587e_2","IN THE CORRIDORS","","Philippines","","http://www.iisd.ca/vol12/enb12587e.html","107","","CORRIDORS","1.38447e+12","2013"
"1208000e_7","RULE 4 - DATES OF SESSIONS","","Saudi Arabia","","http://www.iisd.ca/vol12/1208000e.html","001","","","7.928028e+11","1995"
"enb12488e_20","IN THE CORRIDORS","","","","http://www.iisd.ca/vol12/enb12488e.html","091","","corridors","1.2910716e+12","2010"
"1226000e_15","NATIONAL COMMUNICATIONS","European Union","Armenia|Mali|Argentina|Netherlands|United States|Japan|Norway|China","","http://www.iisd.ca/vol12/1226000e.html","007","SBI","","8.25894e+11","1996"
"enb12141e_14","QUESTION-AND-ANSWER SESSION","","United States|Senegal|Bolivia|Australia|Germany|Niger|Mexico|Austria|Nigeria|Switzerland","Flexibility Mechanims","http://www.iisd.ca/vol12/enb12141e.html","027","","","9.637848e+11","2000"
"enb12257e_15","RESEARCH AND SYSTEMATIC OBSERVATION","","Germany","","http://www.iisd.ca/vol12/enb12257e.html","048","","","1.1030652e+12","2004"
"enb12333e_30","SBI Conclusions","","","","http://www.iisd.ca/vol12/enb12333e.html","061","","","1.1794392e+12","2007"
"enb12534e_27","COP Decision","","","","http://www.iisd.ca/vol12/enb12534e.html","098","","","1.3233852e+12","2011"
"enb12321e_4","A INTRODUCTION:","","Canada|India|China|Australia|Bahamas|South Africa","","http://www.iisd.ca/vol12/enb12321e.html","060","ipcc","","1.1782296e+12","2007"
"enb12605e_2","WORKSTREAM 2:","European Union|Alliance of Small Island States|Independent association of Latin America and the Caribbean","India|Bangladesh|Iran|Venezuela|United States|Jordan|Japan|Chile|Bolivia|Brazil|Canada|South Africa|Mali|Colombia|Mexico|Nauru|Tuvalu|Australia|Indigenous Peoples|Saudi Arabia|Tanzania|Norway|Switzerland|China|New Zealand","Post-Kyoto Agreements 1","http://www.iisd.ca/vol12/enb12605e.html","112","WORKING GROUP","GROUPS","1.414188e+12","2014"
"enb12640e_8","TECHNOLOGY DEVELOPMENT AND TRANSFER","Group of 77|African Group|Alliance of Small Island States|European Union","India|Iran|Belize|Venezuela|Argentina|United States|Japan|Senegal|Swaziland|Congo|China","","http://www.iisd.ca/vol12/enb12640e.html","118","","","1.4410584e+12","2015"
"enb12125e_15","Impact of response measures on the coal industry:","","","","http://www.iisd.ca/vol12/enb12125e.html","024","","","9.532476e+11","2000"
"enb12459e_87","Outcome","","","","http://www.iisd.ca/vol12/enb12459e.html","085","","","1.2611772e+12","2009"
"enb12459e_18","National Communications: Non-Annex-I National Communications","Group of 77","Brazil|China","","http://www.iisd.ca/vol12/enb12459e.html","085","","","1.2611772e+12","2009"
"enb12191e_10","Discussion:","","","","http://www.iisd.ca/vol12/enb12191e.html","036","","","1.019772e+12","2002"
"1206000e_3","AGENDA ITEM 2 - ARRANGEMENTS FOR COP-1","European Union","Germany|Hungary","","http://www.iisd.ca/vol12/1206000e.html","001","","","7.9263e+11","1995"
"enb12582e_12","MATTERS RELATED TO UNFCCC AND OTHER INTERNATIONAL BODIES","","","","http://www.iisd.ca/vol12/enb12582e.html","106","ipcc","","1.3819608e+12","2013"
"enb12375e_83","CLOSING PLENARY","","","","http://www.iisd.ca/vol12/enb12375e.html","070","","PLENARY","1.213308e+12","2008"
"enb12219e_32","OTHER MATTERS","","","","http://www.iisd.ca/vol12/enb12219e.html","040","","","1.0557144e+12","2003"
"enb12585e_6","FORUM ON THE RESPONSE MEASURES IN-FORUM WORKSHOP:","Group of 77","Kuwait|Saudi Arabia|China","","http://www.iisd.ca/vol12/enb12585e.html","107","sbsta","","1.3842972e+12","2013"
"enb12459e_10","REPORT OF THE AWG-LCA:","Group of 77|African Group|European Union|Alliance of Small Island States","India|Pakistan|Argentina|Marshall Islands|Gambia|Japan|Angola|Finland|South Africa|Guatemala|Cuba|Colombia|Malta|Philippines|Iceland|Ecuador|Uruguay|Trinidad and Tobago|Saudi Arabia|Norway|Switzerland|New Zealand|Russia|Bangladesh|Venezuela|United States|Chile|Bolivia|Grenada|Brazil|Canada|Niger|Mexico|Sudan|Tuvalu|United Kingdom|Russian Federation|Macedonia|Ghana|Australia|Zimbabwe|Guyana|Egypt|Costa Rica|Tanzania|Nigeria|China","Mitigation","http://www.iisd.ca/vol12/enb12459e.html","085","","","1.2611772e+12","2009"
"enb12419e_17","Assessment of the Special Climate Change Fund (SCCF)","Group of 77","Philippines|China","","http://www.iisd.ca/vol12/enb12419e.html","079","","","1.2446712e+12","2009"
"enb1272e_1","COMMITTEE OF THE WHOLE (COW)","European Union","Sweden|Iran|United Kingdom|United States|Japan|Hungary|Canada|Mexico|Norway|Switzerland|China","","http://www.iisd.ca/vol12/enb1272e.html","016","cop","plenary","8.813628e+11","1997"
"enb12546e_50","SBI Conclusions","","Philippines","","http://www.iisd.ca/vol12/enb12546e.html","099","","","1.3378968e+12","2012"
"enb12209e_47","Matters relating to LDCs","","Gambia","","http://www.iisd.ca/vol12/enb12209e.html","038","","","1.0363644e+12","2002"
"1221000e_9","MINISTERIAL SEGMENT","Alliance of Small Island States|European Union","Pakistan|Chad|Vanuatu|Botswana|Cote d'Ivoire|Finland|Indonesia|Solomon Islands|Togo|Thailand|Lesotho|Mongolia|Czech Republic|Estonia|Saudi Arabia|Central African Republic|Switzerland|New Zealand|Russia|Bangladesh|Jamaica|Venezuela|Slovakia|United States|Chile|Brazil|Kuwait|Slovenia|Liechtenstein|Poland|Benin|Nepal|Sweden|Senegal|Italy|Hungary|Guinea|Mauritania|Maldives|Netherlands|Croatia|Papua New Guinea|Costa Rica|Samoa|Nigeria|Micronesia|India|Argentina|Marshall Islands|Latvia|Japan|Gambia|Germany|Mauritius|Bulgaria|Ireland|Romania|Sri Lanka|Philippines|Morocco|Greece|Uruguay|Denmark|Portugal|Peru|Bolivia|Canada|Niger|Austria|Oman|United Kingdom|Malaysia|Russian Federation|Australia|Mozambique|Monaco|Tunisia","Pre-Kyoto","http://www.iisd.ca/vol12/1221000e.html","002","COP","PLENARY","7.972056e+11","1995"
"enb12270e_38","SBI Conclusions","","","","http://www.iisd.ca/vol12/enb12270e.html","050","","","1.117404e+12","2005"
"enb12629e_1","OPENING CEREMONY","","France|Peru","","http://www.iisd.ca/vol12/enb12629e.html","117","","PLENARY","1.433196e+12","2015"
"enb12612e_2","Finance","League of Arab States|Group of 77|African Group|European Union|Alliance of Small Island States","Russia|India|Pakistan|Venezuela|Argentina|United States|Jordan|Japan|Bolivia|Brazil|Canada|South Africa|Algeria|Cuba|Mexico|Tuvalu|Russian Federation|Australia|Ecuador|Maldives|Zambia|Panama|Saudi Arabia|Singapore|Egypt|United Arab Emirates|Switzerland|China|New Zealand","Post-Kyoto Agreements 1","http://www.iisd.ca/vol12/enb12612e.html","114","","","1.417734e+12","2014"
"enb12472e_47","SBI Conclusions","","","","http://www.iisd.ca/vol12/enb12472e.html","087","","","1.2762072e+12","2010"
"enb12416e_2","Mitigation by developed countries","Organisation for Economic Co.operation and Development|Group of 77|African Group|Alliance of Small Island States|European Union","Russia|Pakistan|United States|Japan|Bolivia|Brazil|Mexico|Turkey|Russian Federation|Malaysia|Senegal|Iceland|Singapore|Saudi Arabia|Costa Rica|Norway|Switzerland|China|New Zealand","","http://www.iisd.ca/vol12/enb12416e.html","079","","","1.244412e+12","2009"
"enb12472e_42","Implementation of decision 1/CP.10 (Buenos Aires programme of work)","Group of 77|Alliance of Small Island States|European Union","China|Australia|Cook Islands|Saudi Arabia|Spain|Burkina Faso","","http://www.iisd.ca/vol12/enb12472e.html","087","","","1.2762072e+12","2010"
"enb12534e_21","CAPACITY BUILDING :","","","","http://www.iisd.ca/vol12/enb12534e.html","098","","","1.3233852e+12","2011"
"enb12375e_80","SBI Conclusions","","","","http://www.iisd.ca/vol12/enb12375e.html","070","","","1.213308e+12","2008"
"enb12516e_7","DEVELOPING COUNTRY NAMAS:","European Union","India|Marshall Islands|United States|Australia|Brazil|Mali|Panama|Saudi Arabia|Switzerland|China","Legal Status of Agreeements","http://www.iisd.ca/vol12/enb12516e.html","096","working group","","1.3175928e+12","2011"
"enb12581e_18","D) UNDERSTANDING THE CLIMATE SYSTEM AND ITS RECENT CHANGES:","","","","http://www.iisd.ca/vol12/enb12581e.html","105","ipcc","","1.3801464e+12","2013"
"enb12419e_18","Protocol Adaptation Fund","","","","http://www.iisd.ca/vol12/enb12419e.html","079","","","1.2446712e+12","2009"
"enb12321e_3","Box on uncertainty representation (Endbox 1)","","","","http://www.iisd.ca/vol12/enb12321e.html","060","","","1.1782296e+12","2007"
"enb12619e_54","NAIROBI WORK PROGRAMME:","","Bolivia|Canada","Vulnerabilities and Impacts","http://www.iisd.ca/vol12/enb12619e.html","114","","","1.4185116e+12","2014"
"enb12217e_3","IPCC TAR","","","","http://www.iisd.ca/vol12/enb12217e.html","040","","","1.0553688e+12","2003"
"enb12136e_2","MECHANISMS","","","","http://www.iisd.ca/vol12/enb12136e.html","026","","","9.611064e+11","2000"
"enb12500e_4","Final Decision","","Germany|Cuba|Mali","","http://www.iisd.ca/vol12/enb12500e.html","093","","","1.3052376e+12","2011"
"enb12246e_4","WG II","","United Kingdom","","http://www.iisd.ca/vol12/enb12246e.html","047","","","1.1000412e+12","2004"
"enb12299e_22","NUMERICAL VALUE FOR FOREST MANAGEMENT UNDER PROTOCOL ARTICLE 3.4 FOR ITALY:","","Italy","","http://www.iisd.ca/vol12/enb12299e.html","056","sbsta","issue","1.1479896e+12","2006"
"enb12460e_11","CLOSING PLENARY :","","Youth NGOs","","http://www.iisd.ca/vol12/enb12460e.html","086","","PLENARY","1.2709368e+12","2010"
"enb12390e_16","IN THE CORRIDORS","","","","http://www.iisd.ca/vol12/enb12390e.html","074","","corridors","1.228518e+12","2008"
"enb12472e_87","SBSTA Conclusions","","","","http://www.iisd.ca/vol12/enb12472e.html","087","","","1.2762072e+12","2010"
"enb12626e_23","Outcome:","","","","http://www.iisd.ca/vol12/enb12626e.html","115","","","1.423782e+12","2015"
"enb12318e_9","Additional guidance to the GEF","","Denmark","","http://www.iisd.ca/vol12/enb12318e.html","057","","","1.163718e+12","2006"
"enb12644e_8","TECHNOLOGY TRANSFER AND DEVELOPMENT","Group of 77|African Group|European Union","India|Iran|Belize|United States|Japan|Swaziland|Canada|Congo|United Arab Emirates|China","","http://www.iisd.ca/vol12/enb12644e.html","118","","","1.4413176e+12","2015"
"enb12219e_15","GOOD PRACTICE GUIDANCE AND OTHER INFORMATION ON LULUCF","","Zimbabwe|Norway|United Kingdom","","http://www.iisd.ca/vol12/enb12219e.html","040","","","1.0557144e+12","2003"
"enb12105e_7","IN THE CORRIDORS","Group of 77","China","","http://www.iisd.ca/vol12/enb12105e.html","020","sbi/sbsta","corridors","9.287064e+11","1999"
